Name,Facility Type,Address,City,County,State,Zip Code,Food Waste Accepted?,Feedstock,Source,Unique Identifier,Latitude,Longitude
BIRD ISLAND WWTP,Water Resource Recovery Facility,Bird Island,Buffalo,Erie County,NY,14213,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD730,42.9258769,-78.88941392
Birnamwood Renewable Energy - Matsche Farms RNG,Farm,,Birnamwood,Shawano County,WI,54414,,animal manure - cattle/dairy cow,,AD39,,
BISMARCK WWTP,Water Resource Recovery Facility,601 London Ave.,Bismarck,Burleigh County,ND,58504,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD686,46.77309277,-100.80568768
Black Farms Digester,Farm,,Lillington,Harnett County,NC,27546,,animal manure - swine,AgStar,AD232,,
Blacks Ford WWTP - Jacksonville,Water Resource Recovery Facility,1310 - 100 ROBERTS ROAD,Jacksonville,St. Johns County,FL,32259,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1132,30.07304335,-81.61223224
BLACKWELL WWT,Water Resource Recovery Facility,900 EAST STEVENS,Blackwell,Kay County,OK,74631,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD688,36.78590127,-97.27737501
BLOOMINGTON and Normal - WEST WRF,Water Resource Recovery Facility,2015 WEST OAKLAND AVENUE,Bloomington,McLean County,IL,61701,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD691,40.47139398,-89.02487499
BLOOMINGTON-NORMAL SE WRD,Water Resource Recovery Facility,700 NORTH COUNTY ROAD 36,Bloomington,McLean County,IL,61705,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD692,40.38541047,-88.91740652
Blue Lake WWTP,Water Resource Recovery Facility,6957 COUNTY ROAD 101 EAST,Shakopee,Scott County,MN,55379,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1605,44.80017398,-93.42806098
Blue Line Biogenic CNG Facility,Stand-Alone,500 E Jamie Court,South San Francisco,San Mateo County,CA,94080,Yes,Food waste,AD Data Collection Project - Stand-Alone,AD564,37.64873398,-122.38152
BLUE PLAINS WASTEWATER TREATMENT PLANT,Water Resource Recovery Facility,5000 OVERLOOK AVE,Washington,District of ColumbiaCounty,DC,20032,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1771,38.8208011,-77.01790653
"Blue Spruce Farm, Inc. / Audet's Cow  Digester",Farm,,Bridport,Addison County,VT,05734,Yes,animal manure - dairy cow; Dairy Processing Wastes,AgStar,AD43,,
Bluffs STP,Water Resource Recovery Facility,West Rockwood Street,Bluffs,Scott County,IL,62621,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD694,39.75372075,-90.54356856
BOAZ SLAB CREEK WWTP,Water Resource Recovery Facility,1124 COLLEGE AVENUE,Boaz,Marshall County,AL,35957,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD695,34.20195731,-86.18778312
Bob Giacomini Dairy Digester,Farm,,Point Reyes Station,Marin County,CA,94956,Yes,animal manure - dairy cow; Process Water,AgStar,AD330,,
BOCCA RATON WWTF,Water Resource Recovery Facility,1501 W. GLADES ROAD,Boca Raton,Palm Beach County,FL,33431,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD696,26.368731,-80.112582
Boland Farm Digester,Farm,,Williamsburg,Iowa County,IA,52361,,animal manure - swine,AgStar,AD456,,
BONHAM CITY OF,Water Resource Recovery Facility,301 EAST FIFTH STREET,Bonham,Fannin County,TX,75418,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD699,33.57828202,-96.17643397
Bortnick Dairy Digester,Farm,,Conneautville,Crawford County,PA,16406,Yes,animal manure - dairy cow; Food Wastes; Process Water,AgStar,AD94,,
Bos Dairy Digester,Farm,,Fair Oaks,Jasper County,IN,47943,,animal manure - cattle/dairy cow,AgStar,AD129,,
Bos Farms Dairy Digester,Farm,,Tulare,Tulare County,CA,93274,,animal manure - cattle/dairy cow,AgStar,AD401,,
Boschma Dairy Biogas,Farm,,Tulare,Tulare County,CA,93274,,animal manure - cattle/dairy cow,,AD402,,
BOWERY BAY WPC - Astoria,Water Resource Recovery Facility,43-10 BERRIAN BLVD,Astoria,Queens County,NY,11105,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD633,40.77853497,-73.89488425
Boxler Dairy Digester,Farm,,Varysburg,Wyoming County,NY,14011,,animal manure - dairy cow; Agricultural Residues,AgStar,AD428,,
BOZEMAN WWTP,Water Resource Recovery Facility,2245 Springhill Road,Bozeman,Gallatin County,MT,59718,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD704,45.72286801,-111.06832598
Bradenton Manatee County -SOUTHWEST WRF,Water Resource Recovery Facility,5101 65th St W,Bradenton,Manatee County,FL,34210,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD705,27.453403,-82.62427201
Brattleboro WWTF,Water Resource Recovery Facility,340 Riverside Drive,Brattleboro,Windham County,VT,05301,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD706,42.84165798,-72.54907603
BRAWLEY WWTP,Water Resource Recovery Facility,5015 BEST ROAD,Brawley,Imperial County,CA,92227,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD707,33.0216358,-115.50928195
Bridgeport WWTP (MI),Water Resource Recovery Facility,4640 Marlea Saginaw,Bridgeport,Saginaw County,MI,48601,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD709,43.35734498,-83.89727296
BRIDGESTONE MUD WWTP,Water Resource Recovery Facility,21106 SLIPPERY ROCK,Spring,Harris County,TX,77388,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1641,30.05855801,-95.48773472
"Bridgewater Dairy, LLC Digester",Farm,,Montpelier,Williams County,OH,43543,,animal manure - cattle/dairy cow,AgStar,AD277,,
Brightwater Treatment Plant,Water Resource Recovery Facility,22505 State Route 9 SE,Woodinville,Snohomish County,WA,98072,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1834,47.793045,-122.14015396
Brinson Farms Digester,Farm,,Prentiss,Jefferson Davis County,MS,39474,,animal manure - poultry,AgStar,AD332,,
BRISTOL BOROUGH WATER & SEWER,Water Resource Recovery Facility,400 RADCLIFFE STREET,Bristol,Bucks County,PA,19007,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD711,40.09654702,-74.85225304
Bristol Township,Water Resource Recovery Facility,1800 RIVER ROAD,Croydon,Bucks County,PA,19021,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD862,40.08563558,-74.88639272
BRITT CITY OF STP,Water Resource Recovery Facility,1001 9th Ave SW.,Britt,Hancock County,IA,50423,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD712,43.09090588,-93.81269075
Broadwine Farms Digester / Athena RNG,Farm,,Baltic,Minnehaha County,SD,57003,,animal manure - cattle/dairy cow,AgStar,AD26,,
Brook View Dairy - BerQ RNG,Farm,,Freeport,Barry County,MI,49325,,animal manure - cattle/dairy cow,,AD144,,
Brook View Dairy Digester,Farm,,Freeport,Barry County,MI,49325,,animal manure - cattle/dairy cow,,AD145,,
Brookfield Fox River WPCC,Water Resource Recovery Facility,21225 ENTERPRISE Ave,Brookfield,Waukesha County,WI,53045,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD714,43.05264,-88.180716
BROOKINGS MUNICIPAL UTILITIES,Water Resource Recovery Facility,21660 470TH AVENUE,Brookings,Brookings County,SD,57006,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD717,44.24384901,-96.80648898
Brookside Dairy Digester,Farm,,Homer City,Indiana County,PA,15748,Yes,animal manure - dairy cow; Food Wastes,AgStar,AD200,,
Broomfield Wastewater Treatment Facility,Water Resource Recovery Facility,2985 W 124th Avenue,Broomfield,Broomfield County,CO,80020,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD723,39.92161598,-105.0235
Brubaker Farms Digester,Farm,,Mount Joy,Lancaster County,PA,17552,Yes,animal manure - dairy cow; Food Wastes; Process Water,AgStar,AD282,,
BRUSH CREEK STP,Water Resource Recovery Facility,12441 ROUTE 993,Irwin,Westmoreland County,PA,15642,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1125,40.34047102,-79.72092045
Buchanan WWTP,Water Resource Recovery Facility,GREENTOWN ROAD,Buchanan,Westchester County,NY,10511,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD729,41.26864922,-73.93990442
BUCKMAN Residuals Management Facility and WRF - Jacksonville,Water Resource Recovery Facility,2221 BUCKMAN STREET,Jacksonville,Duval County,FL,32206,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1133,30.35174802,-81.63226396
BUENA VISTA WWTP (MI),Water Resource Recovery Facility,2961 HACK ROAD,Saginaw,Saginaw County,MI,48601,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1554,43.46499729,-83.8969337
Buffalo Regional Digester,Stand-Alone,2900 North America Drive,Buffalo,Erie County,NY,14224,Yes,Food Waste,,AD475,42.84845598,-78.72908979
Buffalo Sewer Authority,Water Resource Recovery Facility,90 West ferry street,Buffalo,Erie County,NY,14213,Yes,"Wastewater solids, Food waste",AD Data Collection Project - WRRF,AD731,42.91520925,-78.89852548
BURBANK WRP,Water Resource Recovery Facility,740 NORTH LAKE STREET,Burbank,Los Angeles County,CA,91502,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD734,34.18230799,-118.31901899
Burlington North Ave. WWTF,Water Resource Recovery Facility,3074 North Ave.,Burlington,Chittenden County,VT,05408,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD738,44.52850799,-73.26859897
BURLINGTON RIVERSIDE WASTEWATER TREATMENT PLANT,Water Resource Recovery Facility,267 1/2 RIVERSIDE AVE,Burlington,Chittenden County,VT,05401,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD739,44.48746198,-73.19417898
"BURLINGTON, CITY OF",Water Resource Recovery Facility,101 South STREET,Burlington,Des Moines County,IA,52601,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD737,40.79803849,-91.1002473
Burrows Hall Farm Digester,Farm,,Nesmith,Williamsburg County,SC,29580,,animal manure - swine,AgStar,AD288,,
BURTON CREEK WASTEWATER TREATMENT PLANT,Water Resource Recovery Facility,300 PARK ROAD,Bryan,Brazos County,TX,77840,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD726,30.64064213,-96.32243605
Bush Brothers & Company,Stand-Alone,600 South Bush Brothers Drive,Augusta,Eau Claire County,WI,54722,Yes,Industrial Food Waste; wastewater,AD Data Collection Project - Stand-Alone,AD469,44.67494399,-91.12772904
Bush Brothers and Company Process Water Recovery Facility,Stand-Alone,3304 Chestnut Hill Rd,Dandridge,Jefferson County,TN,37725,Yes,"Food waste, Fats, oils and greases (FOG), Food processing industry waste, Fruit/vegetative wastes, Wastewater",AD Data Collection Project - Stand-Alone,AD487,35.93019401,-83.34132496
Butler Farms Digester,Farm,,Lillington,Harnett County,NC,27546,Yes,animal manure - swine; food waste,AgStar,AD233,,
Butterfield RNG Digester,Farm,,Buckeye,Maricopa County,AZ,85326,,animal manure - cattle/dairy cow,AgStar,AD47,,
BV Dairy Digester,Farm,,Bakersfield,Kern County,CA,93301,,animal manure - cattle/dairy cow,AgStar,AD18,,
C Dairy Farm Digester / Mondovi Circularity Center,Farm,,Mondovi,Buffalo County,WI,54755,,animal manure - cattle/dairy cow,,AD274,,
C2e Renewables NC Digester,Farm,,Warsaw,Duplin County,NC,28398,Yes,"animal manure - swine, poultry; Food Wastes; Slaughterhouses",AgStar,AD444,,
Caballero RNG,Farm,,Eloy,Pinal County,AZ,85131,,animal manure - cattle/dairy cow,AgStar,AD124,,
Cactus RNG,Farm,,Cactus,Moore County,TX,79013,,animal manure - cattle/dairy cow,,AD57,,
CALDWELL SEWAGE TRT FACIL,Water Resource Recovery Facility,504 JOHNSON LANE,Caldwell,Canyon County,ID,83605,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD744,43.6736693,-116.70328066
CALERA NORTHSIDE WWTP - CAMP BRANCH,Water Resource Recovery Facility,5375 HWY 70,Calera,Shelby County,AL,35040,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD745,33.16355093,-86.70983091
CALEXICO WPCP,Water Resource Recovery Facility,298 EAST ANZA ROAD,Calexico,Imperial County,CA,92231,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD746,32.66619731,-115.50661164
Camarillo Water Reclaimation Treatment Plant,Water Resource Recovery Facility,150 Howard Rd.,Camarillo,Ventura County,CA,93012,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD747,34.19082691,-119.01500888
Cambridge Wastewater Treatment Facility,Water Resource Recovery Facility,,Cambridge,Isanti County,MN,55008,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD750,45.57122,-93.225385
Camp Pendleton Plant # 1,Water Resource Recovery Facility,,Camp Pendleton,San Diego County,CA,92055,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD752,33.3280554,-117.3064934
Camp Pendleton Plant # 2,Water Resource Recovery Facility,,Camp Pendleton,San Diego County,CA,92055,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD753,33.3280554,-117.3064934
Campbell Soup Supply Company/BNB Napoleon Biogas,Stand-Alone,12-773 St Rt 110 ,Napoleon,Henry County,OH,43545,Yes,"Food waste, Beverage processing industry waste, Crop residues, Fats, oils and greases (FOG), Food processing industry waste, Food service waste, pre & post-consumer, Fruit/vegetative wastes",AD Data Collection Project - Stand-Alone,AD536,41.38607889,-84.12132523
CANANDAIGUA (C) WWTF,Water Resource Recovery Facility,183 SALTONSTALL STREET,Canandaigua,Ontario County,NY,14424,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD754,42.88139617,-77.26884994
CANONSBURG HOUSTON JT WWTP,Water Resource Recovery Facility,68 EAST PIKE STREET,Canonsburg,Washington County,PA,15317,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD755,40.25922002,-80.18532996
CARBONDALE NORTHWEST WWTP,Water Resource Recovery Facility,1699 New Era Road,Carbondale,Jackson County,IL,62901,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD756,37.74656151,-89.24601907
Cargill - Sandy River Farm Digester,Farm,,Morrilton,Conway County,AR,72110,,animal manure - swine,AgStar,AD279,,
CARLINVILLE STP,Water Resource Recovery Facility,,Carlinville,Macoupin County,IL,62626,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD758,39.281365,-89.88424
Carlsbad Wastewater Treatment Plant,Water Resource Recovery Facility,45 BLACKFOOT RD,Carlsbad,Eddy County,NM,88220,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD760,32.41559376,-104.17725427
Carmel Area Wastewater District WWTF,Water Resource Recovery Facility,3945 Rio Road,Carmel,Monterey County,CA,93923,Yes,"Wastewater solids, Food waste",AD Data Collection Project - WRRF,AD761,36.53843101,-121.90391597
CARMEL SOUTH WWTP,Water Resource Recovery Facility,9609 HAZEL DELL PKWY,Indianapolis,Hamilton County,IN,46280,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1118,39.92894902,-86.078703
Carmel WWTP,Water Resource Recovery Facility,,Carmel,Hamilton County,IN,46032,,wastewater solids,National Biosolids Data Project - https://www.biosolidsdata.org/,AD762,39.97839,-86.12607
CARROLL CITY OF STP,Water Resource Recovery Facility,1400 E ANTHONY Street,Carroll,Carroll County,IA,51401,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD765,42.05672253,-94.84518201
CARROLLTON WWTP (MO),Water Resource Recovery Facility,29275 COUNTY RD 245,Carrollton,Carroll County,MO,64633,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD766,39.37808973,-93.4942926
CARSON CITY WWRF,Water Resource Recovery Facility,3305 E. FIFTH ST.,Carson City,Carson CityCounty,NV,89701,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD768,39.16184802,-119.73375461
CARTERSVILLE WPCP,Water Resource Recovery Facility,102 Walnut Grove Road,Cartersville,Bartow County,GA,30120,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD769,34.14592918,-84.82942465
CARY WWTP,Water Resource Recovery Facility,307 Spring Street,Cary,McHenry County,IL,60013,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD770,42.20264377,-88.24212846
